Date,Open,High,Low,Close,Adj Close,Volume
2020-10-02,33.599998474121094,35.90999984741211,33.34000015258789,35.709999084472656,35.11576843261719,1364000
2020-10-05,36.0,36.41999816894531,34.900001525878906,35.56999969482422,34.97809600830078,1315900
2020-10-06,35.91999816894531,36.36000061035156,35.029998779296875,35.2599983215332,34.673255920410156,1739400
2020-10-07,35.38999938964844,36.060001373291016,35.220001220703125,35.66999816894531,35.07643127441406,1212100
2020-10-08,35.93000030517578,36.68000030517578,35.66999816894531,36.66999816894531,36.059791564941406,1087800
2020-10-09,36.95000076293945,37.18000030517578,35.279998779296875,35.52000045776367,34.928932189941406,1117600
2020-10-12,35.5,35.70000076293945,34.9900016784668,35.5,34.909263610839844,1486500
2020-10-13,35.09000015258789,35.09000015258789,33.7599983215332,33.9900016784668,33.42439270019531,1565900
2020-10-14,33.779998779296875,34.369998931884766,33.75,33.97999954223633,33.414554595947266,1404200
2020-10-15,33.540000915527344,34.52000045776367,33.369998931884766,34.15999984741211,33.59156036376953,1320300
2020-10-16,34.099998474121094,34.380001068115234,33.119998931884766,34.0099983215332,33.444053649902344,1454800
2020-10-19,33.290000915527344,33.709999084472656,32.56999969482422,32.59000015258789,32.04768753051758,2583400
2020-10-20,33.130001068115234,33.4900016784668,32.779998779296875,32.83000183105469,32.283695220947266,1680500
2020-10-21,32.56999969482422,32.689998626708984,31.690000534057617,32.13999938964844,31.605175018310547,1548500
2020-10-22,32.220001220703125,33.72999954223633,32.06999969482422,33.70000076293945,33.139217376708984,2344000
2020-10-23,33.95000076293945,34.29999923706055,33.68000030517578,34.06999969482422,33.50305938720703,1016300
2020-10-26,33.4900016784668,33.7400016784668,32.720001220703125,33.150001525878906,32.59836959838867,1640300
2020-10-27,32.959999084472656,33.25,31.989999771118164,32.220001220703125,31.68384552001953,1942300
2020-10-28,31.329999923706055,31.459999084472656,30.329999923706055,30.3700008392334,29.8646297454834,4052000
2020-10-29,30.309999465942383,31.299999237060547,29.860000610351562,30.200000762939453,29.697458267211914,3710500
2020-10-30,30.100000381469727,30.809999465942383,29.790000915527344,30.729999542236328,30.218637466430664,3439500
2020-11-02,31.299999237060547,32.540000915527344,30.559999465942383,32.5,31.959184646606445,2974200
2020-11-03,32.90999984741211,34.41999816894531,32.310001373291016,34.029998779296875,33.463722229003906,2495500
2020-11-04,34.04999923706055,34.40999984741211,31.6299991607666,31.639999389648438,31.113494873046875,2420300
2020-11-05,31.889999389648438,32.560001373291016,31.559999465942383,31.850000381469727,31.32000160217285,2570700
2020-11-06,31.670000076293945,32.2599983215332,30.260000228881836,30.3700008392334,30.3700008392334,2448700
2020-11-09,37.709999084472656,41.27000045776367,37.09000015258789,38.689998626708984,38.689998626708984,7716100
2020-11-10,38.7400016784668,39.790000915527344,37.7400016784668,39.02000045776367,39.02000045776367,5185700
2020-11-11,38.689998626708984,39.02000045776367,37.029998779296875,37.470001220703125,37.470001220703125,2915500
2020-11-12,36.88999938964844,37.56999969482422,35.29999923706055,36.029998779296875,36.029998779296875,2476000
2020-11-13,36.41999816894531,38.529998779296875,36.36000061035156,38.5099983215332,38.5099983215332,2713800
2020-11-16,40.5,41.15999984741211,39.209999084472656,39.93000030517578,39.93000030517578,4742300
2020-11-17,39.310001373291016,42.150001525878906,38.70000076293945,41.4900016784668,41.4900016784668,4083700
2020-11-18,41.84000015258789,41.91999816894531,39.779998779296875,39.790000915527344,39.790000915527344,2020100
2020-11-19,39.45000076293945,40.15999984741211,38.72999954223633,39.84000015258789,39.84000015258789,3452600
2020-11-20,39.7400016784668,40.380001068115234,39.04999923706055,39.93000030517578,39.93000030517578,4233000
2020-11-23,40.540000915527344,41.720001220703125,40.15999984741211,41.02000045776367,41.02000045776367,4042600
2020-11-24,41.900001525878906,43.349998474121094,41.65999984741211,41.84000015258789,41.84000015258789,3981900
2020-11-25,41.4900016784668,41.83000183105469,40.0099983215332,40.619998931884766,40.619998931884766,2195100
2020-11-27,40.77000045776367,41.08000183105469,39.900001525878906,40.33000183105469,40.33000183105469,749700
2020-11-30,40.31999969482422,40.709999084472656,38.86000061035156,38.90999984741211,38.90999984741211,4178200
2020-12-01,39.61000061035156,40.290000915527344,38.93000030517578,39.29999923706055,39.29999923706055,2142100
2020-12-02,39.04999923706055,39.97999954223633,38.630001068115234,39.720001220703125,39.720001220703125,1674100
2020-12-03,39.81999969482422,40.599998474121094,39.279998779296875,40.290000915527344,40.290000915527344,1752700
2020-12-04,41.0,41.63999938964844,40.400001525878906,41.630001068115234,41.630001068115234,1908600
2020-12-07,41.400001525878906,41.599998474121094,40.310001373291016,40.58000183105469,40.58000183105469,2449600
2020-12-08,40.13999938964844,40.849998474121094,39.849998474121094,40.029998779296875,40.029998779296875,1488500
2020-12-09,40.16999816894531,40.349998474121094,39.099998474121094,39.68000030517578,39.68000030517578,1724200
2020-12-10,39.09000015258789,40.290000915527344,39.09000015258789,39.709999084472656,39.709999084472656,1994300
2020-12-11,39.27000045776367,39.52000045776367,38.43000030517578,38.79999923706055,38.79999923706055,1279500
2020-12-14,39.220001220703125,39.58000183105469,37.97999954223633,38.08000183105469,38.08000183105469,2671200
2020-12-15,38.29999923706055,38.900001525878906,37.779998779296875,38.779998779296875,38.779998779296875,2682600
2020-12-16,39.209999084472656,39.38999938964844,37.86000061035156,38.209999084472656,38.209999084472656,2205500
2020-12-17,38.5,38.61000061035156,37.90999984741211,38.380001068115234,38.380001068115234,4543800
2020-12-18,38.310001373291016,38.310001373291016,36.150001525878906,36.709999084472656,36.709999084472656,4150500
2020-12-21,35.93000030517578,36.400001525878906,35.470001220703125,36.18000030517578,36.18000030517578,2206300
2020-12-22,36.27000045776367,36.31999969482422,35.02000045776367,35.40999984741211,35.40999984741211,2518200
2020-12-23,35.58000183105469,36.619998931884766,35.45000076293945,36.470001220703125,36.470001220703125,1226700
2020-12-24,36.5099983215332,36.70000076293945,35.70000076293945,36.150001525878906,36.150001525878906,604200
2020-12-28,36.22999954223633,37.279998779296875,36.209999084472656,36.97999954223633,36.97999954223633,1198200
2020-12-29,37.2400016784668,37.529998779296875,35.83000183105469,35.9900016784668,35.9900016784668,1458900
2020-12-30,36.029998779296875,36.95000076293945,36.029998779296875,36.43000030517578,36.43000030517578,1097800
2020-12-31,36.369998931884766,37.58000183105469,35.779998779296875,37.34000015258789,37.34000015258789,4474000
2021-01-04,37.630001068115234,37.95000076293945,36.2400016784668,36.65999984741211,36.65999984741211,3222200
2021-01-05,36.75,37.33000183105469,35.61000061035156,35.63999938964844,35.63999938964844,2668900
2021-01-06,36.119998931884766,37.279998779296875,35.88999938964844,36.77000045776367,36.77000045776367,2100100
2021-01-07,36.810001373291016,37.13999938964844,35.709999084472656,35.83000183105469,35.83000183105469,2222000
