Date,Symbols,Adj Close,Close,High,Low,Open,Volume
2019-12-10,AMZN,1739.2099609375,1739.2099609375,1750.6700439453125,1735.0,1747.4000244140625,2514300.0
2019-12-10,GOOGL,1342.8900146484375,1342.8900146484375,1348.0,1334.0,1339.93994140625,880300.0
2019-12-10,FB,200.8699951171875,200.8699951171875,202.0500030517578,200.14999389648438,201.66000366210938,9475700.0
2019-12-10,SQ,65.83999633789062,65.83999633789062,67.43000030517578,65.41999816894531,67.30000305175781,6047200.0
2019-12-11,AMZN,1748.719970703125,1748.719970703125,1750.0,1735.7099609375,1741.6700439453125,2097600.0
2019-12-11,GOOGL,1344.25,1344.25,1349.8900146484375,1341.0999755859375,1348.300048828125,1024000.0
2019-12-11,FB,202.25999450683594,202.25999450683594,202.6300048828125,200.27999877929688,200.27999877929688,8036800.0
2019-12-11,SQ,65.75,65.75,66.06999969482422,64.875,65.9000015258789,6518000.0
2019-12-12,AMZN,1760.3299560546875,1760.3299560546875,1764.0,1745.43994140625,1750.0,3095900.0
2019-12-12,GOOGL,1348.489990234375,1348.489990234375,1354.5799560546875,1338.199951171875,1343.2099609375,1455700.0
2019-12-12,FB,196.75,196.75,203.66000366210938,194.10000610351562,202.35000610351562,23734800.0
2019-12-12,SQ,65.86000061035156,65.86000061035156,66.19999694824219,65.08999633789062,65.6500015258789,4827300.0
2019-12-13,AMZN,1760.93994140625,1760.93994140625,1768.989990234375,1755.0,1765.0,2745700.0
2019-12-13,GOOGL,1346.8699951171875,1346.8699951171875,1351.3499755859375,1341.6600341796875,1347.9000244140625,1658500.0
2019-12-13,FB,194.11000061035156,194.11000061035156,196.8000030517578,193.1699981689453,196.39999389648438,18798000.0
2019-12-13,SQ,64.80000305175781,64.80000305175781,66.33999633789062,64.48500061035156,66.0199966430664,7047500.0
2019-12-16,AMZN,1769.2099609375,1769.2099609375,1769.5,1757.050048828125,1767.0,3145200.0
2019-12-16,GOOGL,1360.699951171875,1360.699951171875,1363.530029296875,1350.6099853515625,1355.0,1406400.0
2019-12-16,FB,197.9199981689453,197.9199981689453,199.1199951171875,194.80999755859375,195.27000427246094,14911500.0
2019-12-16,SQ,66.52999877929688,66.52999877929688,67.30000305175781,65.0,65.0,6325600.0
2019-12-17,AMZN,1790.6600341796875,1790.6600341796875,1792.0,1777.3900146484375,1778.010009765625,3644400.0
2019-12-17,GOOGL,1354.8900146484375,1354.8900146484375,1364.3299560546875,1350.77001953125,1362.4100341796875,1647400.0
2019-12-17,FB,198.38999938964844,198.38999938964844,199.0,196.1300048828125,198.83999633789062,10175700.0
2019-12-17,SQ,65.55000305175781,65.55000305175781,66.55000305175781,65.12000274658203,66.52999877929688,4937700.0
2019-12-18,AMZN,1784.030029296875,1784.030029296875,1798.199951171875,1782.3599853515625,1795.02001953125,3351400.0
2019-12-18,GOOGL,1351.9100341796875,1351.9100341796875,1359.4300537109375,1350.4599609375,1357.0,1166500.0
2019-12-18,FB,202.5,202.5,204.3000030517578,200.08999633789062,200.08999633789062,23274400.0
2019-12-18,SQ,65.13999938964844,65.13999938964844,66.30000305175781,65.0999984741211,65.91000366210938,3992400.0
2019-12-19,AMZN,1792.280029296875,1792.280029296875,1792.989990234375,1774.06005859375,1780.5,2652800.0
2019-12-19,GOOGL,1356.43994140625,1356.43994140625,1357.530029296875,1348.75,1351.9100341796875,1446100.0
2019-12-19,FB,206.05999755859375,206.05999755859375,206.3000030517578,202.50999450683594,202.77999877929688,16514600.0
2019-12-19,SQ,64.55000305175781,64.55000305175781,65.56999969482422,64.12000274658203,64.9000015258789,6120700.0
2019-12-20,AMZN,1786.5,1786.5,1802.969970703125,1782.449951171875,1799.6199951171875,5150800.0
2019-12-20,GOOGL,1351.219970703125,1351.219970703125,1364.0,1350.72998046875,1363.0999755859375,2504500.0
2019-12-20,FB,206.3000030517578,206.3000030517578,207.7100067138672,203.42999267578125,207.47999572753906,27306900.0
2019-12-20,SQ,63.630001068115234,63.630001068115234,65.12999725341797,63.540000915527344,64.56999969482422,6258500.0
2019-12-23,AMZN,1793.0,1793.0,1793.0,1784.510009765625,1788.260009765625,2136400.0
2019-12-23,GOOGL,1350.6300048828125,1350.6300048828125,1361.8499755859375,1348.0,1358.72998046875,996800.0
2019-12-23,FB,206.17999267578125,206.17999267578125,208.58999633789062,205.67999267578125,206.6999969482422,13348900.0
2019-12-23,SQ,62.79999923706055,62.79999923706055,64.22000122070312,62.67499923706055,63.52000045776367,5402500.0
2019-12-24,AMZN,1789.2099609375,1789.2099609375,1795.5699462890625,1787.5799560546875,1793.81005859375,881300.0
2019-12-24,GOOGL,1344.4300537109375,1344.4300537109375,1352.010009765625,1344.1700439453125,1350.2099609375,673400.0
2019-12-24,FB,205.1199951171875,205.1199951171875,206.7899932861328,205.0,206.3000030517578,6046300.0
2019-12-24,SQ,63.959999084472656,63.959999084472656,64.0199966430664,62.369998931884766,62.79999923706055,3538700.0
